ID1,ID2,Dist,Ch1,M1,Ch2,M2
ICC180,N1P01,0,ICC180,0,N1,1
ICC180,N1P02,0,ICC180,0,N1,2
N1P01,N1P02,0,N1,1,N1,2
ICC180,N1P03,0,ICC180,0,N1,3
N1P01,N1P03,0,N1,1,N1,3
N1P02,N1P03,0,N1,2,N1,3
ICC180,N1P04,0,ICC180,0,N1,4
N1P01,N1P04,0,N1,1,N1,4
N1P02,N1P04,0,N1,2,N1,4
N1P03,N1P04,0,N1,3,N1,4
ICC180,N1P05,0,ICC180,0,N1,5
N1P01,N1P05,0,N1,1,N1,5
N1P02,N1P05,0,N1,2,N1,5
N1P03,N1P05,0,N1,3,N1,5
N1P04,N1P05,0,N1,4,N1,5
ICC180,N1P06,0,ICC180,0,N1,6
N1P01,N1P06,0,N1,1,N1,6
N1P02,N1P06,0,N1,2,N1,6
N1P03,N1P06,0,N1,3,N1,6
N1P04,N1P06,0,N1,4,N1,6
N1P05,N1P06,0,N1,5,N1,6
ICC180,N1P07,0,ICC180,0,N1,7
N1P01,N1P07,0,N1,1,N1,7
N1P02,N1P07,0,N1,2,N1,7
N1P03,N1P07,0,N1,3,N1,7
N1P04,N1P07,0,N1,4,N1,7
N1P05,N1P07,0,N1,5,N1,7
N1P06,N1P07,0,N1,6,N1,7
ICC180,N1P08,0,ICC180,0,N1,8
N1P01,N1P08,0,N1,1,N1,8
N1P02,N1P08,0,N1,2,N1,8
N1P03,N1P08,0,N1,3,N1,8
N1P04,N1P08,0,N1,4,N1,8
N1P05,N1P08,0,N1,5,N1,8
N1P06,N1P08,0,N1,6,N1,8
N1P07,N1P08,0,N1,7,N1,8
ICC180,N1P09,0,ICC180,0,N1,9
N1P01,N1P09,0,N1,1,N1,9
N1P02,N1P09,0,N1,2,N1,9
N1P03,N1P09,0,N1,3,N1,9
N1P04,N1P09,0,N1,4,N1,9
N1P05,N1P09,0,N1,5,N1,9
N1P06,N1P09,0,N1,6,N1,9
N1P07,N1P09,0,N1,7,N1,9
N1P08,N1P09,0,N1,8,N1,9
ICC180,N1P10,0,ICC180,0,N1,10
N1P01,N1P10,0,N1,1,N1,10
N1P02,N1P10,0,N1,2,N1,10
N1P03,N1P10,0,N1,3,N1,10
N1P04,N1P10,0,N1,4,N1,10
N1P05,N1P10,0,N1,5,N1,10
N1P06,N1P10,0,N1,6,N1,10
N1P07,N1P10,0,N1,7,N1,10
N1P08,N1P10,0,N1,8,N1,10
N1P09,N1P10,0,N1,9,N1,10
ICC180,N1P11,0,ICC180,0,N1,11
N1P01,N1P11,0,N1,1,N1,11
N1P02,N1P11,0,N1,2,N1,11
N1P03,N1P11,0,N1,3,N1,11
N1P04,N1P11,0,N1,4,N1,11
N1P05,N1P11,0,N1,5,N1,11
N1P06,N1P11,0,N1,6,N1,11
N1P07,N1P11,0,N1,7,N1,11
N1P08,N1P11,0,N1,8,N1,11
N1P09,N1P11,0,N1,9,N1,11
N1P10,N1P11,0,N1,10,N1,11
ICC180,N1P12,0,ICC180,0,N1,12
N1P01,N1P12,0,N1,1,N1,12
N1P02,N1P12,0,N1,2,N1,12
N1P03,N1P12,0,N1,3,N1,12
N1P04,N1P12,0,N1,4,N1,12
N1P05,N1P12,0,N1,5,N1,12
N1P06,N1P12,0,N1,6,N1,12
N1P07,N1P12,0,N1,7,N1,12
N1P08,N1P12,0,N1,8,N1,12
N1P09,N1P12,0,N1,9,N1,12
N1P10,N1P12,0,N1,10,N1,12
N1P11,N1P12,0,N1,11,N1,12
ICC180,N1P13,0,ICC180,0,N1,13
N1P01,N1P13,0,N1,1,N1,13
N1P02,N1P13,0,N1,2,N1,13
N1P03,N1P13,0,N1,3,N1,13
N1P04,N1P13,0,N1,4,N1,13
N1P05,N1P13,0,N1,5,N1,13
N1P06,N1P13,0,N1,6,N1,13
N1P07,N1P13,0,N1,7,N1,13
N1P08,N1P13,0,N1,8,N1,13
N1P09,N1P13,0,N1,9,N1,13
N1P10,N1P13,0,N1,10,N1,13
N1P11,N1P13,0,N1,11,N1,13
N1P12,N1P13,0,N1,12,N1,13
ICC180,N1P14,0,ICC180,0,N1,14
N1P01,N1P14,0,N1,1,N1,14
N1P02,N1P14,0,N1,2,N1,14
N1P03,N1P14,0,N1,3,N1,14
N1P04,N1P14,0,N1,4,N1,14
N1P05,N1P14,0,N1,5,N1,14
N1P06,N1P14,0,N1,6,N1,14
N1P07,N1P14,0,N1,7,N1,14
N1P08,N1P14,0,N1,8,N1,14
N1P09,N1P14,0,N1,9,N1,14
N1P10,N1P14,0,N1,10,N1,14
N1P11,N1P14,0,N1,11,N1,14
N1P12,N1P14,0,N1,12,N1,14
N1P13,N1P14,0,N1,13,N1,14
ICC180,N1P15,0,ICC180,0,N1,15
N1P01,N1P15,0,N1,1,N1,15
N1P02,N1P15,0,N1,2,N1,15
N1P03,N1P15,0,N1,3,N1,15
N1P04,N1P15,0,N1,4,N1,15
N1P05,N1P15,0,N1,5,N1,15
N1P06,N1P15,0,N1,6,N1,15
N1P07,N1P15,0,N1,7,N1,15
N1P08,N1P15,0,N1,8,N1,15
N1P09,N1P15,0,N1,9,N1,15
N1P10,N1P15,0,N1,10,N1,15
N1P11,N1P15,0,N1,11,N1,15
N1P12,N1P15,0,N1,12,N1,15
N1P13,N1P15,0,N1,13,N1,15
N1P14,N1P15,0,N1,14,N1,15
ICC180,N1P16,0,ICC180,0,N1,16
N1P01,N1P16,0,N1,1,N1,16
N1P02,N1P16,0,N1,2,N1,16
N1P03,N1P16,0,N1,3,N1,16
N1P04,N1P16,0,N1,4,N1,16
N1P05,N1P16,0,N1,5,N1,16
N1P06,N1P16,0,N1,6,N1,16
N1P07,N1P16,0,N1,7,N1,16
N1P08,N1P16,0,N1,8,N1,16
N1P09,N1P16,0,N1,9,N1,16
N1P10,N1P16,0,N1,10,N1,16
N1P11,N1P16,0,N1,11,N1,16
N1P12,N1P16,0,N1,12,N1,16
N1P13,N1P16,0,N1,13,N1,16
N1P14,N1P16,0,N1,14,N1,16
N1P15,N1P16,0,N1,15,N1,16
ICC180,N1P17,0,ICC180,0,N1,17
N1P01,N1P17,0,N1,1,N1,17
N1P02,N1P17,0,N1,2,N1,17
N1P03,N1P17,0,N1,3,N1,17
N1P04,N1P17,0,N1,4,N1,17
N1P05,N1P17,0,N1,5,N1,17
N1P06,N1P17,0,N1,6,N1,17
N1P07,N1P17,0,N1,7,N1,17
N1P08,N1P17,0,N1,8,N1,17
N1P09,N1P17,0,N1,9,N1,17
N1P10,N1P17,0,N1,10,N1,17
N1P11,N1P17,0,N1,11,N1,17
N1P12,N1P17,0,N1,12,N1,17
N1P13,N1P17,0,N1,13,N1,17
N1P14,N1P17,0,N1,14,N1,17
N1P15,N1P17,0,N1,15,N1,17
N1P16,N1P17,0,N1,16,N1,17
ICC180,N1P18,0,ICC180,0,N1,18
N1P01,N1P18,0,N1,1,N1,18
N1P02,N1P18,0,N1,2,N1,18
N1P03,N1P18,0,N1,3,N1,18
N1P04,N1P18,0,N1,4,N1,18
N1P05,N1P18,0,N1,5,N1,18
N1P06,N1P18,0,N1,6,N1,18
N1P07,N1P18,0,N1,7,N1,18
N1P08,N1P18,0,N1,8,N1,18
N1P09,N1P18,0,N1,9,N1,18
N1P10,N1P18,0,N1,10,N1,18
N1P11,N1P18,0,N1,11,N1,18
N1P12,N1P18,0,N1,12,N1,18
N1P13,N1P18,0,N1,13,N1,18
N1P14,N1P18,0,N1,14,N1,18
N1P15,N1P18,0,N1,15,N1,18
N1P16,N1P18,0,N1,16,N1,18
N1P17,N1P18,0,N1,17,N1,18
ICC180,N1P19,0,ICC180,0,N1,19
N1P01,N1P19,0,N1,1,N1,19
N1P02,N1P19,0,N1,2,N1,19
N1P03,N1P19,0,N1,3,N1,19
N1P04,N1P19,0,N1,4,N1,19
N1P05,N1P19,0,N1,5,N1,19
N1P06,N1P19,0,N1,6,N1,19
N1P07,N1P19,0,N1,7,N1,19
N1P08,N1P19,0,N1,8,N1,19
N1P09,N1P19,0,N1,9,N1,19
N1P10,N1P19,0,N1,10,N1,19
N1P11,N1P19,0,N1,11,N1,19
N1P12,N1P19,0,N1,12,N1,19
N1P13,N1P19,0,N1,13,N1,19
N1P14,N1P19,0,N1,14,N1,19
N1P15,N1P19,0,N1,15,N1,19
N1P16,N1P19,0,N1,16,N1,19
N1P17,N1P19,0,N1,17,N1,19
N1P18,N1P19,0,N1,18,N1,19
ICC180,N1P20,0,ICC180,0,N1,20
N1P01,N1P20,0,N1,1,N1,20
N1P02,N1P20,0,N1,2,N1,20
N1P03,N1P20,0,N1,3,N1,20
N1P04,N1P20,0,N1,4,N1,20
N1P05,N1P20,0,N1,5,N1,20
N1P06,N1P20,0,N1,6,N1,20
N1P07,N1P20,0,N1,7,N1,20
N1P08,N1P20,0,N1,8,N1,20
N1P09,N1P20,0,N1,9,N1,20
N1P10,N1P20,0,N1,10,N1,20
N1P11,N1P20,0,N1,11,N1,20
N1P12,N1P20,0,N1,12,N1,20
N1P13,N1P20,0,N1,13,N1,20
N1P14,N1P20,0,N1,14,N1,20
N1P15,N1P20,0,N1,15,N1,20
N1P16,N1P20,0,N1,16,N1,20
N1P17,N1P20,0,N1,17,N1,20
N1P18,N1P20,0,N1,18,N1,20
N1P19,N1P20,0,N1,19,N1,20
ICC180,N1P21,0,ICC180,0,N1,21
N1P01,N1P21,0,N1,1,N1,21
N1P02,N1P21,0,N1,2,N1,21
N1P03,N1P21,0,N1,3,N1,21
N1P04,N1P21,0,N1,4,N1,21
N1P05,N1P21,0,N1,5,N1,21
N1P06,N1P21,0,N1,6,N1,21
N1P07,N1P21,0,N1,7,N1,21
N1P08,N1P21,0,N1,8,N1,21
N1P09,N1P21,0,N1,9,N1,21
N1P10,N1P21,0,N1,10,N1,21
N1P11,N1P21,0,N1,11,N1,21
N1P12,N1P21,0,N1,12,N1,21
N1P13,N1P21,0,N1,13,N1,21
N1P14,N1P21,0,N1,14,N1,21
N1P15,N1P21,0,N1,15,N1,21
N1P16,N1P21,0,N1,16,N1,21
N1P17,N1P21,0,N1,17,N1,21
N1P18,N1P21,0,N1,18,N1,21
N1P19,N1P21,0,N1,19,N1,21
N1P20,N1P21,0,N1,20,N1,21
ICC180,N1P22,0,ICC180,0,N1,22
N1P01,N1P22,0,N1,1,N1,22
N1P02,N1P22,0,N1,2,N1,22
N1P03,N1P22,0,N1,3,N1,22
N1P04,N1P22,0,N1,4,N1,22
N1P05,N1P22,0,N1,5,N1,22
N1P06,N1P22,0,N1,6,N1,22
N1P07,N1P22,0,N1,7,N1,22
N1P08,N1P22,0,N1,8,N1,22
N1P09,N1P22,0,N1,9,N1,22
N1P10,N1P22,0,N1,10,N1,22
N1P11,N1P22,0,N1,11,N1,22
N1P12,N1P22,0,N1,12,N1,22
N1P13,N1P22,0,N1,13,N1,22
N1P14,N1P22,0,N1,14,N1,22
N1P15,N1P22,0,N1,15,N1,22
N1P16,N1P22,0,N1,16,N1,22
N1P17,N1P22,0,N1,17,N1,22
N1P18,N1P22,0,N1,18,N1,22
N1P19,N1P22,0,N1,19,N1,22
N1P20,N1P22,0,N1,20,N1,22
N1P21,N1P22,0,N1,21,N1,22
ICC180,N2P01,0,ICC180,0,N2,1
N1P01,N2P01,0,N1,1,N2,1
N1P02,N2P01,0,N1,2,N2,1
N1P03,N2P01,0,N1,3,N2,1
N1P04,N2P01,0,N1,4,N2,1
N1P05,N2P01,0,N1,5,N2,1
N1P06,N2P01,0,N1,6,N2,1
N1P07,N2P01,0,N1,7,N2,1
N1P08,N2P01,0,N1,8,N2,1
N1P09,N2P01,0,N1,9,N2,1
N1P10,N2P01,0,N1,10,N2,1
N1P11,N2P01,0,N1,11,N2,1
N1P12,N2P01,0,N1,12,N2,1
N1P13,N2P01,0,N1,13,N2,1
N1P14,N2P01,0,N1,14,N2,1
N1P15,N2P01,0,N1,15,N2,1
N1P16,N2P01,0,N1,16,N2,1
N1P17,N2P01,0,N1,17,N2,1
N1P18,N2P01,0,N1,18,N2,1
N1P19,N2P01,0,N1,19,N2,1
N1P20,N2P01,0,N1,20,N2,1
N1P21,N2P01,0,N1,21,N2,1
N1P22,N2P01,0,N1,22,N2,1
ICC180,N2P02,0,ICC180,0,N2,2
N1P01,N2P02,0,N1,1,N2,2
N1P02,N2P02,0,N1,2,N2,2
N1P03,N2P02,0,N1,3,N2,2
N1P04,N2P02,0,N1,4,N2,2
N1P05,N2P02,0,N1,5,N2,2
N1P06,N2P02,0,N1,6,N2,2
N1P07,N2P02,0,N1,7,N2,2
N1P08,N2P02,0,N1,8,N2,2
N1P09,N2P02,0,N1,9,N2,2
N1P10,N2P02,0,N1,10,N2,2
N1P11,N2P02,0,N1,11,N2,2
N1P12,N2P02,0,N1,12,N2,2
N1P13,N2P02,0,N1,13,N2,2
N1P14,N2P02,0,N1,14,N2,2
N1P15,N2P02,0,N1,15,N2,2
N1P16,N2P02,0,N1,16,N2,2
N1P17,N2P02,0,N1,17,N2,2
N1P18,N2P02,0,N1,18,N2,2
N1P19,N2P02,0,N1,19,N2,2
N1P20,N2P02,0,N1,20,N2,2
N1P21,N2P02,0,N1,21,N2,2
N1P22,N2P02,0,N1,22,N2,2
N2P01,N2P02,0,N2,1,N2,2
ICC180,N2P03,0,ICC180,0,N2,3
N1P01,N2P03,0,N1,1,N2,3
N1P02,N2P03,0,N1,2,N2,3
N1P03,N2P03,0,N1,3,N2,3
N1P04,N2P03,0,N1,4,N2,3
N1P05,N2P03,0,N1,5,N2,3
N1P06,N2P03,0,N1,6,N2,3
N1P07,N2P03,0,N1,7,N2,3
N1P08,N2P03,0,N1,8,N2,3
N1P09,N2P03,0,N1,9,N2,3
N1P10,N2P03,0,N1,10,N2,3
N1P11,N2P03,0,N1,11,N2,3
N1P12,N2P03,0,N1,12,N2,3
N1P13,N2P03,0,N1,13,N2,3
N1P14,N2P03,0,N1,14,N2,3
N1P15,N2P03,0,N1,15,N2,3
N1P16,N2P03,0,N1,16,N2,3
N1P17,N2P03,0,N1,17,N2,3
N1P18,N2P03,0,N1,18,N2,3
N1P19,N2P03,0,N1,19,N2,3
N1P20,N2P03,0,N1,20,N2,3
N1P21,N2P03,0,N1,21,N2,3
N1P22,N2P03,0,N1,22,N2,3
N2P01,N2P03,0,N2,1,N2,3
N2P02,N2P03,0,N2,2,N2,3
ICC180,N2P04,0,ICC180,0,N2,4
N1P01,N2P04,0,N1,1,N2,4
N1P02,N2P04,0,N1,2,N2,4
N1P03,N2P04,0,N1,3,N2,4
N1P04,N2P04,0,N1,4,N2,4
N1P05,N2P04,0,N1,5,N2,4
N1P06,N2P04,0,N1,6,N2,4
N1P07,N2P04,0,N1,7,N2,4
N1P08,N2P04,0,N1,8,N2,4
N1P09,N2P04,0,N1,9,N2,4
N1P10,N2P04,0,N1,10,N2,4
N1P11,N2P04,0,N1,11,N2,4
N1P12,N2P04,0,N1,12,N2,4
N1P13,N2P04,0,N1,13,N2,4
N1P14,N2P04,0,N1,14,N2,4
N1P15,N2P04,0,N1,15,N2,4
N1P16,N2P04,0,N1,16,N2,4
N1P17,N2P04,0,N1,17,N2,4
N1P18,N2P04,0,N1,18,N2,4
N1P19,N2P04,0,N1,19,N2,4
N1P20,N2P04,0,N1,20,N2,4
N1P21,N2P04,0,N1,21,N2,4
N1P22,N2P04,0,N1,22,N2,4
N2P01,N2P04,0,N2,1,N2,4
N2P02,N2P04,0,N2,2,N2,4
N2P03,N2P04,0,N2,3,N2,4
ICC180,N2P06,0,ICC180,0,N2,6
N1P01,N2P06,0,N1,1,N2,6
N1P02,N2P06,0,N1,2,N2,6
N1P03,N2P06,0,N1,3,N2,6
N1P04,N2P06,0,N1,4,N2,6
N1P05,N2P06,0,N1,5,N2,6
N1P06,N2P06,0,N1,6,N2,6
N1P07,N2P06,0,N1,7,N2,6
N1P08,N2P06,0,N1,8,N2,6
N1P09,N2P06,0,N1,9,N2,6
N1P10,N2P06,0,N1,10,N2,6
N1P11,N2P06,0,N1,11,N2,6
N1P12,N2P06,0,N1,12,N2,6
N1P13,N2P06,0,N1,13,N2,6
N1P14,N2P06,0,N1,14,N2,6
N1P15,N2P06,0,N1,15,N2,6
N1P16,N2P06,0,N1,16,N2,6
N1P17,N2P06,0,N1,17,N2,6
N1P18,N2P06,0,N1,18,N2,6
N1P19,N2P06,0,N1,19,N2,6
N1P20,N2P06,0,N1,20,N2,6
N1P21,N2P06,0,N1,21,N2,6
N1P22,N2P06,0,N1,22,N2,6
N2P01,N2P06,0,N2,1,N2,6
N2P02,N2P06,0,N2,2,N2,6
N2P03,N2P06,0,N2,3,N2,6
N2P04,N2P06,0,N2,4,N2,6
ICC180,N2P07,0,ICC180,0,N2,7
N1P01,N2P07,0,N1,1,N2,7
N1P02,N2P07,0,N1,2,N2,7
N1P03,N2P07,0,N1,3,N2,7
N1P04,N2P07,0,N1,4,N2,7
N1P05,N2P07,0,N1,5,N2,7
N1P06,N2P07,0,N1,6,N2,7
N1P07,N2P07,0,N1,7,N2,7
N1P08,N2P07,0,N1,8,N2,7
N1P09,N2P07,0,N1,9,N2,7
N1P10,N2P07,0,N1,10,N2,7
N1P11,N2P07,0,N1,11,N2,7
N1P12,N2P07,0,N1,12,N2,7
N1P13,N2P07,0,N1,13,N2,7
N1P14,N2P07,0,N1,14,N2,7
N1P15,N2P07,0,N1,15,N2,7
N1P16,N2P07,0,N1,16,N2,7
N1P17,N2P07,0,N1,17,N2,7
N1P18,N2P07,0,N1,18,N2,7
N1P19,N2P07,0,N1,19,N2,7
N1P20,N2P07,0,N1,20,N2,7
N1P21,N2P07,0,N1,21,N2,7
N1P22,N2P07,0,N1,22,N2,7
N2P01,N2P07,0,N2,1,N2,7
N2P02,N2P07,0,N2,2,N2,7
N2P03,N2P07,0,N2,3,N2,7
N2P04,N2P07,0,N2,4,N2,7
N2P06,N2P07,0,N2,6,N2,7
ICC180,N2P08,0,ICC180,0,N2,8
N1P01,N2P08,0,N1,1,N2,8
N1P02,N2P08,0,N1,2,N2,8
N1P03,N2P08,0,N1,3,N2,8
N1P04,N2P08,0,N1,4,N2,8
N1P05,N2P08,0,N1,5,N2,8
N1P06,N2P08,0,N1,6,N2,8
N1P07,N2P08,0,N1,7,N2,8
N1P08,N2P08,0,N1,8,N2,8
N1P09,N2P08,0,N1,9,N2,8
N1P10,N2P08,0,N1,10,N2,8
N1P11,N2P08,0,N1,11,N2,8
N1P12,N2P08,0,N1,12,N2,8
N1P13,N2P08,0,N1,13,N2,8
N1P14,N2P08,0,N1,14,N2,8
N1P15,N2P08,0,N1,15,N2,8
N1P16,N2P08,0,N1,16,N2,8
N1P17,N2P08,0,N1,17,N2,8
N1P18,N2P08,0,N1,18,N2,8
N1P19,N2P08,0,N1,19,N2,8
N1P20,N2P08,0,N1,20,N2,8
N1P21,N2P08,0,N1,21,N2,8
N1P22,N2P08,0,N1,22,N2,8
N2P01,N2P08,0,N2,1,N2,8
N2P02,N2P08,0,N2,2,N2,8
N2P03,N2P08,0,N2,3,N2,8
N2P04,N2P08,0,N2,4,N2,8
N2P06,N2P08,0,N2,6,N2,8
N2P07,N2P08,0,N2,7,N2,8
ICC180,N2P10,0,ICC180,0,N2,10
N1P01,N2P10,0,N1,1,N2,10
N1P02,N2P10,0,N1,2,N2,10
N1P03,N2P10,0,N1,3,N2,10
N1P04,N2P10,0,N1,4,N2,10
N1P05,N2P10,0,N1,5,N2,10
N1P06,N2P10,0,N1,6,N2,10
N1P07,N2P10,0,N1,7,N2,10
N1P08,N2P10,0,N1,8,N2,10
N1P09,N2P10,0,N1,9,N2,10
N1P10,N2P10,0,N1,10,N2,10
N1P11,N2P10,0,N1,11,N2,10
N1P12,N2P10,0,N1,12,N2,10
N1P13,N2P10,0,N1,13,N2,10
N1P14,N2P10,0,N1,14,N2,10
N1P15,N2P10,0,N1,15,N2,10
N1P16,N2P10,0,N1,16,N2,10
N1P17,N2P10,0,N1,17,N2,10
N1P18,N2P10,0,N1,18,N2,10
N1P19,N2P10,0,N1,19,N2,10
N1P20,N2P10,0,N1,20,N2,10
N1P21,N2P10,0,N1,21,N2,10
N1P22,N2P10,0,N1,22,N2,10
N2P01,N2P10,0,N2,1,N2,10
N2P02,N2P10,0,N2,2,N2,10
N2P03,N2P10,0,N2,3,N2,10
N2P04,N2P10,0,N2,4,N2,10
N2P06,N2P10,0,N2,6,N2,10
N2P07,N2P10,0,N2,7,N2,10
N2P08,N2P10,0,N2,8,N2,10
ICC180,N2P11,0,ICC180,0,N2,11
N1P01,N2P11,0,N1,1,N2,11
N1P02,N2P11,0,N1,2,N2,11
N1P03,N2P11,0,N1,3,N2,11
N1P04,N2P11,0,N1,4,N2,11
N1P05,N2P11,0,N1,5,N2,11
N1P06,N2P11,0,N1,6,N2,11
N1P07,N2P11,0,N1,7,N2,11
N1P08,N2P11,0,N1,8,N2,11
N1P09,N2P11,0,N1,9,N2,11
N1P10,N2P11,0,N1,10,N2,11
N1P11,N2P11,0,N1,11,N2,11
N1P12,N2P11,0,N1,12,N2,11
N1P13,N2P11,0,N1,13,N2,11
N1P14,N2P11,0,N1,14,N2,11
N1P15,N2P11,0,N1,15,N2,11
N1P16,N2P11,0,N1,16,N2,11
N1P17,N2P11,0,N1,17,N2,11
N1P18,N2P11,0,N1,18,N2,11
N1P19,N2P11,0,N1,19,N2,11
N1P20,N2P11,0,N1,20,N2,11
N1P21,N2P11,0,N1,21,N2,11
N1P22,N2P11,0,N1,22,N2,11
N2P01,N2P11,0,N2,1,N2,11
N2P02,N2P11,0,N2,2,N2,11
N2P03,N2P11,0,N2,3,N2,11
N2P04,N2P11,0,N2,4,N2,11
N2P06,N2P11,0,N2,6,N2,11
N2P07,N2P11,0,N2,7,N2,11
N2P08,N2P11,0,N2,8,N2,11
N2P10,N2P11,0,N2,10,N2,11
ICC180,N2P12,1,ICC180,0,N2,12
N1P01,N2P12,1,N1,1,N2,12
N1P02,N2P12,1,N1,2,N2,12
N1P03,N2P12,1,N1,3,N2,12
N1P04,N2P12,1,N1,4,N2,12
N1P05,N2P12,1,N1,5,N2,12
N1P06,N2P12,1,N1,6,N2,12
N1P07,N2P12,1,N1,7,N2,12
N1P08,N2P12,1,N1,8,N2,12
N1P09,N2P12,1,N1,9,N2,12
N1P10,N2P12,1,N1,10,N2,12
N1P11,N2P12,1,N1,11,N2,12
N1P12,N2P12,1,N1,12,N2,12
N1P13,N2P12,1,N1,13,N2,12
N1P14,N2P12,1,N1,14,N2,12
N1P15,N2P12,1,N1,15,N2,12
N1P16,N2P12,1,N1,16,N2,12
N1P17,N2P12,1,N1,17,N2,12
N1P18,N2P12,1,N1,18,N2,12
N1P19,N2P12,1,N1,19,N2,12
N1P20,N2P12,1,N1,20,N2,12
N1P21,N2P12,1,N1,21,N2,12
N1P22,N2P12,1,N1,22,N2,12
N2P01,N2P12,1,N2,1,N2,12
N2P02,N2P12,1,N2,2,N2,12
N2P03,N2P12,1,N2,3,N2,12
N2P04,N2P12,1,N2,4,N2,12
N2P06,N2P12,1,N2,6,N2,12
N2P07,N2P12,1,N2,7,N2,12
N2P08,N2P12,1,N2,8,N2,12
N2P10,N2P12,1,N2,10,N2,12
N2P11,N2P12,1,N2,11,N2,12
ICC180,N2P13,0,ICC180,0,N2,13
N1P01,N2P13,0,N1,1,N2,13
N1P02,N2P13,0,N1,2,N2,13
N1P03,N2P13,0,N1,3,N2,13
N1P04,N2P13,0,N1,4,N2,13
N1P05,N2P13,0,N1,5,N2,13
N1P06,N2P13,0,N1,6,N2,13
N1P07,N2P13,0,N1,7,N2,13
N1P08,N2P13,0,N1,8,N2,13
N1P09,N2P13,0,N1,9,N2,13
N1P10,N2P13,0,N1,10,N2,13
N1P11,N2P13,0,N1,11,N2,13
N1P12,N2P13,0,N1,12,N2,13
N1P13,N2P13,0,N1,13,N2,13
N1P14,N2P13,0,N1,14,N2,13
N1P15,N2P13,0,N1,15,N2,13
N1P16,N2P13,0,N1,16,N2,13
N1P17,N2P13,0,N1,17,N2,13
N1P18,N2P13,0,N1,18,N2,13
N1P19,N2P13,0,N1,19,N2,13
N1P20,N2P13,0,N1,20,N2,13
N1P21,N2P13,0,N1,21,N2,13
N1P22,N2P13,0,N1,22,N2,13
N2P01,N2P13,0,N2,1,N2,13
N2P02,N2P13,0,N2,2,N2,13
N2P03,N2P13,0,N2,3,N2,13
N2P04,N2P13,0,N2,4,N2,13
N2P06,N2P13,0,N2,6,N2,13
N2P07,N2P13,0,N2,7,N2,13
N2P08,N2P13,0,N2,8,N2,13
N2P10,N2P13,0,N2,10,N2,13
N2P11,N2P13,0,N2,11,N2,13
N2P12,N2P13,1,N2,12,N2,13
ICC180,N2P14,0,ICC180,0,N2,14
N1P01,N2P14,0,N1,1,N2,14
N1P02,N2P14,0,N1,2,N2,14
N1P03,N2P14,0,N1,3,N2,14
N1P04,N2P14,0,N1,4,N2,14
N1P05,N2P14,0,N1,5,N2,14
N1P06,N2P14,0,N1,6,N2,14
N1P07,N2P14,0,N1,7,N2,14
N1P08,N2P14,0,N1,8,N2,14
N1P09,N2P14,0,N1,9,N2,14
N1P10,N2P14,0,N1,10,N2,14
N1P11,N2P14,0,N1,11,N2,14
N1P12,N2P14,0,N1,12,N2,14
N1P13,N2P14,0,N1,13,N2,14
N1P14,N2P14,0,N1,14,N2,14
N1P15,N2P14,0,N1,15,N2,14
N1P16,N2P14,0,N1,16,N2,14
N1P17,N2P14,0,N1,17,N2,14
N1P18,N2P14,0,N1,18,N2,14
N1P19,N2P14,0,N1,19,N2,14
N1P20,N2P14,0,N1,20,N2,14
N1P21,N2P14,0,N1,21,N2,14
N1P22,N2P14,0,N1,22,N2,14
N2P01,N2P14,0,N2,1,N2,14
N2P02,N2P14,0,N2,2,N2,14
N2P03,N2P14,0,N2,3,N2,14
N2P04,N2P14,0,N2,4,N2,14
N2P06,N2P14,0,N2,6,N2,14
N2P07,N2P14,0,N2,7,N2,14
N2P08,N2P14,0,N2,8,N2,14
N2P10,N2P14,0,N2,10,N2,14
N2P11,N2P14,0,N2,11,N2,14
N2P12,N2P14,1,N2,12,N2,14
N2P13,N2P14,0,N2,13,N2,14
ICC180,N2P15,0,ICC180,0,N2,15
N1P01,N2P15,0,N1,1,N2,15
N1P02,N2P15,0,N1,2,N2,15
N1P03,N2P15,0,N1,3,N2,15
N1P04,N2P15,0,N1,4,N2,15
N1P05,N2P15,0,N1,5,N2,15
N1P06,N2P15,0,N1,6,N2,15
N1P07,N2P15,0,N1,7,N2,15
N1P08,N2P15,0,N1,8,N2,15
N1P09,N2P15,0,N1,9,N2,15
N1P10,N2P15,0,N1,10,N2,15
N1P11,N2P15,0,N1,11,N2,15
N1P12,N2P15,0,N1,12,N2,15
N1P13,N2P15,0,N1,13,N2,15
N1P14,N2P15,0,N1,14,N2,15
N1P15,N2P15,0,N1,15,N2,15
N1P16,N2P15,0,N1,16,N2,15
N1P17,N2P15,0,N1,17,N2,15
N1P18,N2P15,0,N1,18,N2,15
N1P19,N2P15,0,N1,19,N2,15
N1P20,N2P15,0,N1,20,N2,15
N1P21,N2P15,0,N1,21,N2,15
N1P22,N2P15,0,N1,22,N2,15
N2P01,N2P15,0,N2,1,N2,15
N2P02,N2P15,0,N2,2,N2,15
N2P03,N2P15,0,N2,3,N2,15
N2P04,N2P15,0,N2,4,N2,15
N2P06,N2P15,0,N2,6,N2,15
N2P07,N2P15,0,N2,7,N2,15
N2P08,N2P15,0,N2,8,N2,15
N2P10,N2P15,0,N2,10,N2,15
N2P11,N2P15,0,N2,11,N2,15
N2P12,N2P15,1,N2,12,N2,15
N2P13,N2P15,0,N2,13,N2,15
N2P14,N2P15,0,N2,14,N2,15
ICC180,N2P16,0,ICC180,0,N2,16
