ID1,ID2,Dist,Ch1,M1,Ch2,M2
N3P22,N5P05,2,N3,22,N5,5
N4P01,N5P05,1,N4,1,N5,5
N4P02,N5P05,1,N4,2,N5,5
N4P03,N5P05,1,N4,3,N5,5
N4P04,N5P05,1,N4,4,N5,5
N4P05,N5P05,1,N4,5,N5,5
N4P06,N5P05,1,N4,6,N5,5
N4P07,N5P05,1,N4,7,N5,5
N4P08,N5P05,1,N4,8,N5,5
N4P09,N5P05,2,N4,9,N5,5
N4P10,N5P05,2,N4,10,N5,5
N4P11,N5P05,1,N4,11,N5,5
N4P12,N5P05,1,N4,12,N5,5
N4P13,N5P05,2,N4,13,N5,5
N4P14,N5P05,2,N4,14,N5,5
N4P15,N5P05,2,N4,15,N5,5
N4P16,N5P05,2,N4,16,N5,5
N4P17,N5P05,2,N4,17,N5,5
N4P18,N5P05,2,N4,18,N5,5
N4P19,N5P05,2,N4,19,N5,5
N4P20,N5P05,4,N4,20,N5,5
N4P21,N5P05,4,N4,21,N5,5
N4P22,N5P05,4,N4,22,N5,5
N5P01,N5P05,1,N5,1,N5,5
N5P02,N5P05,0,N5,2,N5,5
N5P03,N5P05,0,N5,3,N5,5
N5P04,N5P05,0,N5,4,N5,5
ICC180,N5P06,1,ICC180,0,N5,6
N1P01,N5P06,1,N1,1,N5,6
N1P02,N5P06,1,N1,2,N5,6
N1P03,N5P06,1,N1,3,N5,6
N1P04,N5P06,1,N1,4,N5,6
N1P05,N5P06,1,N1,5,N5,6
N1P06,N5P06,1,N1,6,N5,6
N1P07,N5P06,1,N1,7,N5,6
N1P08,N5P06,1,N1,8,N5,6
N1P09,N5P06,1,N1,9,N5,6
N1P10,N5P06,1,N1,10,N5,6
N1P11,N5P06,1,N1,11,N5,6
N1P12,N5P06,1,N1,12,N5,6
N1P13,N5P06,1,N1,13,N5,6
N1P14,N5P06,1,N1,14,N5,6
N1P15,N5P06,1,N1,15,N5,6
N1P16,N5P06,1,N1,16,N5,6
N1P17,N5P06,1,N1,17,N5,6
N1P18,N5P06,1,N1,18,N5,6
N1P19,N5P06,1,N1,19,N5,6
N1P20,N5P06,1,N1,20,N5,6
N1P21,N5P06,1,N1,21,N5,6
N1P22,N5P06,1,N1,22,N5,6
N2P01,N5P06,1,N2,1,N5,6
N2P02,N5P06,1,N2,2,N5,6
N2P03,N5P06,1,N2,3,N5,6
N2P04,N5P06,1,N2,4,N5,6
N2P06,N5P06,1,N2,6,N5,6
N2P07,N5P06,1,N2,7,N5,6
N2P08,N5P06,1,N2,8,N5,6
N2P10,N5P06,1,N2,10,N5,6
N2P11,N5P06,1,N2,11,N5,6
N2P12,N5P06,2,N2,12,N5,6
N2P13,N5P06,1,N2,13,N5,6
N2P14,N5P06,1,N2,14,N5,6
N2P15,N5P06,1,N2,15,N5,6
N2P16,N5P06,1,N2,16,N5,6
N2P17,N5P06,1,N2,17,N5,6
N2P18,N5P06,1,N2,18,N5,6
N2P19,N5P06,1,N2,19,N5,6
N2P20,N5P06,1,N2,20,N5,6
N2P21,N5P06,1,N2,21,N5,6
N2P22,N5P06,1,N2,22,N5,6
N3P01,N5P06,1,N3,1,N5,6
N3P02,N5P06,1,N3,2,N5,6
N3P03,N5P06,1,N3,3,N5,6
N3P04,N5P06,1,N3,4,N5,6
N3P05,N5P06,1,N3,5,N5,6
N3P06,N5P06,1,N3,6,N5,6
N3P07,N5P06,1,N3,7,N5,6
N3P08,N5P06,0,N3,8,N5,6
N3P09,N5P06,0,N3,9,N5,6
N3P10,N5P06,0,N3,10,N5,6
N3P11,N5P06,0,N3,11,N5,6
N3P12,N5P06,0,N3,12,N5,6
N3P13,N5P06,0,N3,13,N5,6
N3P14,N5P06,0,N3,14,N5,6
N3P15,N5P06,0,N3,15,N5,6
N3P16,N5P06,0,N3,16,N5,6
N3P17,N5P06,0,N3,17,N5,6
N3P18,N5P06,2,N3,18,N5,6
N3P19,N5P06,2,N3,19,N5,6
N3P21,N5P06,2,N3,21,N5,6
N3P22,N5P06,2,N3,22,N5,6
N4P01,N5P06,1,N4,1,N5,6
N4P02,N5P06,1,N4,2,N5,6
N4P03,N5P06,1,N4,3,N5,6
N4P04,N5P06,1,N4,4,N5,6
N4P05,N5P06,1,N4,5,N5,6
N4P06,N5P06,1,N4,6,N5,6
N4P07,N5P06,1,N4,7,N5,6
N4P08,N5P06,1,N4,8,N5,6
N4P09,N5P06,2,N4,9,N5,6
N4P10,N5P06,2,N4,10,N5,6
N4P11,N5P06,1,N4,11,N5,6
N4P12,N5P06,1,N4,12,N5,6
N4P13,N5P06,2,N4,13,N5,6
N4P14,N5P06,2,N4,14,N5,6
N4P15,N5P06,2,N4,15,N5,6
N4P16,N5P06,2,N4,16,N5,6
N4P17,N5P06,2,N4,17,N5,6
N4P18,N5P06,2,N4,18,N5,6
N4P19,N5P06,2,N4,19,N5,6
N4P20,N5P06,4,N4,20,N5,6
N4P21,N5P06,4,N4,21,N5,6
N4P22,N5P06,4,N4,22,N5,6
N5P01,N5P06,1,N5,1,N5,6
N5P02,N5P06,0,N5,2,N5,6
N5P03,N5P06,0,N5,3,N5,6
N5P04,N5P06,0,N5,4,N5,6
N5P05,N5P06,0,N5,5,N5,6
ICC180,N5P08,1,ICC180,0,N5,8
N1P01,N5P08,1,N1,1,N5,8
N1P02,N5P08,1,N1,2,N5,8
N1P03,N5P08,1,N1,3,N5,8
N1P04,N5P08,1,N1,4,N5,8
N1P05,N5P08,1,N1,5,N5,8
N1P06,N5P08,1,N1,6,N5,8
N1P07,N5P08,1,N1,7,N5,8
N1P08,N5P08,1,N1,8,N5,8
N1P09,N5P08,1,N1,9,N5,8
N1P10,N5P08,1,N1,10,N5,8
N1P11,N5P08,1,N1,11,N5,8
N1P12,N5P08,1,N1,12,N5,8
N1P13,N5P08,1,N1,13,N5,8
N1P14,N5P08,1,N1,14,N5,8
N1P15,N5P08,1,N1,15,N5,8
N1P16,N5P08,1,N1,16,N5,8
N1P17,N5P08,1,N1,17,N5,8
N1P18,N5P08,1,N1,18,N5,8
N1P19,N5P08,1,N1,19,N5,8
N1P20,N5P08,1,N1,20,N5,8
N1P21,N5P08,1,N1,21,N5,8
N1P22,N5P08,1,N1,22,N5,8
N2P01,N5P08,1,N2,1,N5,8
N2P02,N5P08,1,N2,2,N5,8
N2P03,N5P08,1,N2,3,N5,8
N2P04,N5P08,1,N2,4,N5,8
N2P06,N5P08,1,N2,6,N5,8
N2P07,N5P08,1,N2,7,N5,8
N2P08,N5P08,1,N2,8,N5,8
N2P10,N5P08,1,N2,10,N5,8
N2P11,N5P08,1,N2,11,N5,8
N2P12,N5P08,2,N2,12,N5,8
N2P13,N5P08,1,N2,13,N5,8
N2P14,N5P08,1,N2,14,N5,8
N2P15,N5P08,1,N2,15,N5,8
N2P16,N5P08,1,N2,16,N5,8
N2P17,N5P08,1,N2,17,N5,8
N2P18,N5P08,1,N2,18,N5,8
N2P19,N5P08,1,N2,19,N5,8
N2P20,N5P08,1,N2,20,N5,8
N2P21,N5P08,1,N2,21,N5,8
N2P22,N5P08,1,N2,22,N5,8
N3P01,N5P08,1,N3,1,N5,8
N3P02,N5P08,1,N3,2,N5,8
N3P03,N5P08,1,N3,3,N5,8
N3P04,N5P08,1,N3,4,N5,8
N3P05,N5P08,1,N3,5,N5,8
N3P06,N5P08,1,N3,6,N5,8
N3P07,N5P08,1,N3,7,N5,8
N3P08,N5P08,0,N3,8,N5,8
N3P09,N5P08,0,N3,9,N5,8
N3P10,N5P08,0,N3,10,N5,8
N3P11,N5P08,0,N3,11,N5,8
N3P12,N5P08,0,N3,12,N5,8
N3P13,N5P08,0,N3,13,N5,8
N3P14,N5P08,0,N3,14,N5,8
N3P15,N5P08,0,N3,15,N5,8
N3P16,N5P08,0,N3,16,N5,8
N3P17,N5P08,0,N3,17,N5,8
N3P18,N5P08,2,N3,18,N5,8
N3P19,N5P08,2,N3,19,N5,8
N3P21,N5P08,2,N3,21,N5,8
N3P22,N5P08,2,N3,22,N5,8
N4P01,N5P08,1,N4,1,N5,8
N4P02,N5P08,1,N4,2,N5,8
N4P03,N5P08,1,N4,3,N5,8
N4P04,N5P08,1,N4,4,N5,8
N4P05,N5P08,1,N4,5,N5,8
N4P06,N5P08,1,N4,6,N5,8
N4P07,N5P08,1,N4,7,N5,8
N4P08,N5P08,1,N4,8,N5,8
N4P09,N5P08,2,N4,9,N5,8
N4P10,N5P08,2,N4,10,N5,8
N4P11,N5P08,1,N4,11,N5,8
N4P12,N5P08,1,N4,12,N5,8
N4P13,N5P08,2,N4,13,N5,8
N4P14,N5P08,2,N4,14,N5,8
N4P15,N5P08,2,N4,15,N5,8
N4P16,N5P08,2,N4,16,N5,8
N4P17,N5P08,2,N4,17,N5,8
N4P18,N5P08,2,N4,18,N5,8
N4P19,N5P08,2,N4,19,N5,8
N4P20,N5P08,4,N4,20,N5,8
N4P21,N5P08,4,N4,21,N5,8
N4P22,N5P08,4,N4,22,N5,8
N5P01,N5P08,1,N5,1,N5,8
N5P02,N5P08,0,N5,2,N5,8
N5P03,N5P08,0,N5,3,N5,8
N5P04,N5P08,0,N5,4,N5,8
N5P05,N5P08,0,N5,5,N5,8
N5P06,N5P08,0,N5,6,N5,8
ICC180,N5P09,1,ICC180,0,N5,9
N1P01,N5P09,1,N1,1,N5,9
N1P02,N5P09,1,N1,2,N5,9
N1P03,N5P09,1,N1,3,N5,9
N1P04,N5P09,1,N1,4,N5,9
N1P05,N5P09,1,N1,5,N5,9
N1P06,N5P09,1,N1,6,N5,9
N1P07,N5P09,1,N1,7,N5,9
N1P08,N5P09,1,N1,8,N5,9
N1P09,N5P09,1,N1,9,N5,9
N1P10,N5P09,1,N1,10,N5,9
N1P11,N5P09,1,N1,11,N5,9
N1P12,N5P09,1,N1,12,N5,9
N1P13,N5P09,1,N1,13,N5,9
N1P14,N5P09,1,N1,14,N5,9
N1P15,N5P09,1,N1,15,N5,9
N1P16,N5P09,1,N1,16,N5,9
N1P17,N5P09,1,N1,17,N5,9
N1P18,N5P09,1,N1,18,N5,9
N1P19,N5P09,1,N1,19,N5,9
N1P20,N5P09,1,N1,20,N5,9
N1P21,N5P09,1,N1,21,N5,9
N1P22,N5P09,1,N1,22,N5,9
N2P01,N5P09,1,N2,1,N5,9
N2P02,N5P09,1,N2,2,N5,9
N2P03,N5P09,1,N2,3,N5,9
N2P04,N5P09,1,N2,4,N5,9
N2P06,N5P09,1,N2,6,N5,9
N2P07,N5P09,1,N2,7,N5,9
N2P08,N5P09,1,N2,8,N5,9
N2P10,N5P09,1,N2,10,N5,9
N2P11,N5P09,1,N2,11,N5,9
N2P12,N5P09,2,N2,12,N5,9
N2P13,N5P09,1,N2,13,N5,9
N2P14,N5P09,1,N2,14,N5,9
N2P15,N5P09,1,N2,15,N5,9
N2P16,N5P09,1,N2,16,N5,9
N2P17,N5P09,1,N2,17,N5,9
N2P18,N5P09,1,N2,18,N5,9
N2P19,N5P09,1,N2,19,N5,9
N2P20,N5P09,1,N2,20,N5,9
N2P21,N5P09,1,N2,21,N5,9
N2P22,N5P09,1,N2,22,N5,9
N3P01,N5P09,1,N3,1,N5,9
N3P02,N5P09,1,N3,2,N5,9
N3P03,N5P09,1,N3,3,N5,9
N3P04,N5P09,1,N3,4,N5,9
N3P05,N5P09,1,N3,5,N5,9
N3P06,N5P09,1,N3,6,N5,9
N3P07,N5P09,1,N3,7,N5,9
N3P08,N5P09,0,N3,8,N5,9
N3P09,N5P09,0,N3,9,N5,9
N3P10,N5P09,0,N3,10,N5,9
N3P11,N5P09,0,N3,11,N5,9
N3P12,N5P09,0,N3,12,N5,9
N3P13,N5P09,0,N3,13,N5,9
N3P14,N5P09,0,N3,14,N5,9
N3P15,N5P09,0,N3,15,N5,9
N3P16,N5P09,0,N3,16,N5,9
N3P17,N5P09,0,N3,17,N5,9
N3P18,N5P09,2,N3,18,N5,9
N3P19,N5P09,2,N3,19,N5,9
N3P21,N5P09,2,N3,21,N5,9
N3P22,N5P09,2,N3,22,N5,9
N4P01,N5P09,1,N4,1,N5,9
N4P02,N5P09,1,N4,2,N5,9
N4P03,N5P09,1,N4,3,N5,9
N4P04,N5P09,1,N4,4,N5,9
N4P05,N5P09,1,N4,5,N5,9
N4P06,N5P09,1,N4,6,N5,9
N4P07,N5P09,1,N4,7,N5,9
N4P08,N5P09,1,N4,8,N5,9
N4P09,N5P09,2,N4,9,N5,9
N4P10,N5P09,2,N4,10,N5,9
N4P11,N5P09,1,N4,11,N5,9
N4P12,N5P09,1,N4,12,N5,9
N4P13,N5P09,2,N4,13,N5,9
N4P14,N5P09,2,N4,14,N5,9
N4P15,N5P09,2,N4,15,N5,9
N4P16,N5P09,2,N4,16,N5,9
N4P17,N5P09,2,N4,17,N5,9
N4P18,N5P09,2,N4,18,N5,9
N4P19,N5P09,2,N4,19,N5,9
N4P20,N5P09,4,N4,20,N5,9
N4P21,N5P09,4,N4,21,N5,9
N4P22,N5P09,4,N4,22,N5,9
N5P01,N5P09,1,N5,1,N5,9
N5P02,N5P09,0,N5,2,N5,9
N5P03,N5P09,0,N5,3,N5,9
N5P04,N5P09,0,N5,4,N5,9
N5P05,N5P09,0,N5,5,N5,9
N5P06,N5P09,0,N5,6,N5,9
N5P08,N5P09,0,N5,8,N5,9
ICC180,N5P10,1,ICC180,0,N5,10
N1P01,N5P10,1,N1,1,N5,10
N1P02,N5P10,1,N1,2,N5,10
N1P03,N5P10,1,N1,3,N5,10
N1P04,N5P10,1,N1,4,N5,10
N1P05,N5P10,1,N1,5,N5,10
N1P06,N5P10,1,N1,6,N5,10
N1P07,N5P10,1,N1,7,N5,10
N1P08,N5P10,1,N1,8,N5,10
N1P09,N5P10,1,N1,9,N5,10
N1P10,N5P10,1,N1,10,N5,10
N1P11,N5P10,1,N1,11,N5,10
N1P12,N5P10,1,N1,12,N5,10
N1P13,N5P10,1,N1,13,N5,10
N1P14,N5P10,1,N1,14,N5,10
N1P15,N5P10,1,N1,15,N5,10
N1P16,N5P10,1,N1,16,N5,10
N1P17,N5P10,1,N1,17,N5,10
N1P18,N5P10,1,N1,18,N5,10
N1P19,N5P10,1,N1,19,N5,10
N1P20,N5P10,1,N1,20,N5,10
N1P21,N5P10,1,N1,21,N5,10
N1P22,N5P10,1,N1,22,N5,10
N2P01,N5P10,1,N2,1,N5,10
N2P02,N5P10,1,N2,2,N5,10
N2P03,N5P10,1,N2,3,N5,10
N2P04,N5P10,1,N2,4,N5,10
N2P06,N5P10,1,N2,6,N5,10
N2P07,N5P10,1,N2,7,N5,10
N2P08,N5P10,1,N2,8,N5,10
N2P10,N5P10,1,N2,10,N5,10
N2P11,N5P10,1,N2,11,N5,10
N2P12,N5P10,2,N2,12,N5,10
N2P13,N5P10,1,N2,13,N5,10
N2P14,N5P10,1,N2,14,N5,10
N2P15,N5P10,1,N2,15,N5,10
N2P16,N5P10,1,N2,16,N5,10
N2P17,N5P10,1,N2,17,N5,10
N2P18,N5P10,1,N2,18,N5,10
N2P19,N5P10,1,N2,19,N5,10
N2P20,N5P10,1,N2,20,N5,10
N2P21,N5P10,1,N2,21,N5,10
N2P22,N5P10,1,N2,22,N5,10
N3P01,N5P10,1,N3,1,N5,10
N3P02,N5P10,1,N3,2,N5,10
N3P03,N5P10,1,N3,3,N5,10
N3P04,N5P10,1,N3,4,N5,10
N3P05,N5P10,1,N3,5,N5,10
N3P06,N5P10,1,N3,6,N5,10
N3P07,N5P10,1,N3,7,N5,10
N3P08,N5P10,0,N3,8,N5,10
N3P09,N5P10,0,N3,9,N5,10
N3P10,N5P10,0,N3,10,N5,10
N3P11,N5P10,0,N3,11,N5,10
N3P12,N5P10,0,N3,12,N5,10
N3P13,N5P10,0,N3,13,N5,10
N3P14,N5P10,0,N3,14,N5,10
N3P15,N5P10,0,N3,15,N5,10
N3P16,N5P10,0,N3,16,N5,10
N3P17,N5P10,0,N3,17,N5,10
N3P18,N5P10,2,N3,18,N5,10
N3P19,N5P10,2,N3,19,N5,10
N3P21,N5P10,2,N3,21,N5,10
N3P22,N5P10,2,N3,22,N5,10
N4P01,N5P10,1,N4,1,N5,10
N4P02,N5P10,1,N4,2,N5,10
N4P03,N5P10,1,N4,3,N5,10
N4P04,N5P10,1,N4,4,N5,10
N4P05,N5P10,1,N4,5,N5,10
N4P06,N5P10,1,N4,6,N5,10
N4P07,N5P10,1,N4,7,N5,10
N4P08,N5P10,1,N4,8,N5,10
N4P09,N5P10,2,N4,9,N5,10
N4P10,N5P10,2,N4,10,N5,10
N4P11,N5P10,1,N4,11,N5,10
N4P12,N5P10,1,N4,12,N5,10
N4P13,N5P10,2,N4,13,N5,10
N4P14,N5P10,2,N4,14,N5,10
N4P15,N5P10,2,N4,15,N5,10
N4P16,N5P10,2,N4,16,N5,10
N4P17,N5P10,2,N4,17,N5,10
N4P18,N5P10,2,N4,18,N5,10
N4P19,N5P10,2,N4,19,N5,10
N4P20,N5P10,4,N4,20,N5,10
N4P21,N5P10,4,N4,21,N5,10
N4P22,N5P10,4,N4,22,N5,10
N5P01,N5P10,1,N5,1,N5,10
N5P02,N5P10,0,N5,2,N5,10
N5P03,N5P10,0,N5,3,N5,10
N5P04,N5P10,0,N5,4,N5,10
N5P05,N5P10,0,N5,5,N5,10
N5P06,N5P10,0,N5,6,N5,10
N5P08,N5P10,0,N5,8,N5,10
N5P09,N5P10,0,N5,9,N5,10
ICC180,N5P11,1,ICC180,0,N5,11
N1P01,N5P11,1,N1,1,N5,11
N1P02,N5P11,1,N1,2,N5,11
N1P03,N5P11,1,N1,3,N5,11
N1P04,N5P11,1,N1,4,N5,11
N1P05,N5P11,1,N1,5,N5,11
N1P06,N5P11,1,N1,6,N5,11
N1P07,N5P11,1,N1,7,N5,11
N1P08,N5P11,1,N1,8,N5,11
N1P09,N5P11,1,N1,9,N5,11
N1P10,N5P11,1,N1,10,N5,11
N1P11,N5P11,1,N1,11,N5,11
N1P12,N5P11,1,N1,12,N5,11
N1P13,N5P11,1,N1,13,N5,11
N1P14,N5P11,1,N1,14,N5,11
N1P15,N5P11,1,N1,15,N5,11
N1P16,N5P11,1,N1,16,N5,11
N1P17,N5P11,1,N1,17,N5,11
N1P18,N5P11,1,N1,18,N5,11
N1P19,N5P11,1,N1,19,N5,11
N1P20,N5P11,1,N1,20,N5,11
N1P21,N5P11,1,N1,21,N5,11
N1P22,N5P11,1,N1,22,N5,11
N2P01,N5P11,1,N2,1,N5,11
N2P02,N5P11,1,N2,2,N5,11
N2P03,N5P11,1,N2,3,N5,11
N2P04,N5P11,1,N2,4,N5,11
N2P06,N5P11,1,N2,6,N5,11
N2P07,N5P11,1,N2,7,N5,11
N2P08,N5P11,1,N2,8,N5,11
N2P10,N5P11,1,N2,10,N5,11
N2P11,N5P11,1,N2,11,N5,11
N2P12,N5P11,2,N2,12,N5,11
N2P13,N5P11,1,N2,13,N5,11
N2P14,N5P11,1,N2,14,N5,11
N2P15,N5P11,1,N2,15,N5,11
N2P16,N5P11,1,N2,16,N5,11
N2P17,N5P11,1,N2,17,N5,11
N2P18,N5P11,1,N2,18,N5,11
N2P19,N5P11,1,N2,19,N5,11
N2P20,N5P11,1,N2,20,N5,11
N2P21,N5P11,1,N2,21,N5,11
N2P22,N5P11,1,N2,22,N5,11
N3P01,N5P11,1,N3,1,N5,11
N3P02,N5P11,1,N3,2,N5,11
N3P03,N5P11,1,N3,3,N5,11
N3P04,N5P11,1,N3,4,N5,11
N3P05,N5P11,1,N3,5,N5,11
N3P06,N5P11,1,N3,6,N5,11
N3P07,N5P11,1,N3,7,N5,11
N3P08,N5P11,0,N3,8,N5,11
N3P09,N5P11,0,N3,9,N5,11
N3P10,N5P11,0,N3,10,N5,11
N3P11,N5P11,0,N3,11,N5,11
N3P12,N5P11,0,N3,12,N5,11
N3P13,N5P11,0,N3,13,N5,11
N3P14,N5P11,0,N3,14,N5,11
N3P15,N5P11,0,N3,15,N5,11
N3P16,N5P11,0,N3,16,N5,11
N3P17,N5P11,0,N3,17,N5,11
N3P18,N5P11,2,N3,18,N5,11
N3P19,N5P11,2,N3,19,N5,11
N3P21,N5P11,2,N3,21,N5,11
N3P22,N5P11,2,N3,22,N5,11
N4P01,N5P11,1,N4,1,N5,11
N4P02,N5P11,1,N4,2,N5,11
N4P03,N5P11,1,N4,3,N5,11
N4P04,N5P11,1,N4,4,N5,11
N4P05,N5P11,1,N4,5,N5,11
N4P06,N5P11,1,N4,6,N5,11
N4P07,N5P11,1,N4,7,N5,11
N4P08,N5P11,1,N4,8,N5,11
N4P09,N5P11,2,N4,9,N5,11
N4P10,N5P11,2,N4,10,N5,11
N4P11,N5P11,1,N4,11,N5,11
N4P12,N5P11,1,N4,12,N5,11
N4P13,N5P11,2,N4,13,N5,11
N4P14,N5P11,2,N4,14,N5,11
N4P15,N5P11,2,N4,15,N5,11
N4P16,N5P11,2,N4,16,N5,11
N4P17,N5P11,2,N4,17,N5,11
N4P18,N5P11,2,N4,18,N5,11
N4P19,N5P11,2,N4,19,N5,11
N4P20,N5P11,4,N4,20,N5,11
N4P21,N5P11,4,N4,21,N5,11
N4P22,N5P11,4,N4,22,N5,11
N5P01,N5P11,1,N5,1,N5,11
N5P02,N5P11,0,N5,2,N5,11
N5P03,N5P11,0,N5,3,N5,11
N5P04,N5P11,0,N5,4,N5,11
N5P05,N5P11,0,N5,5,N5,11
N5P06,N5P11,0,N5,6,N5,11
N5P08,N5P11,0,N5,8,N5,11
N5P09,N5P11,0,N5,9,N5,11
N5P10,N5P11,0,N5,10,N5,11
ICC180,N5P12,1,ICC180,0,N5,12
N1P01,N5P12,1,N1,1,N5,12
N1P02,N5P12,1,N1,2,N5,12
N1P03,N5P12,1,N1,3,N5,12
N1P04,N5P12,1,N1,4,N5,12
N1P05,N5P12,1,N1,5,N5,12
N1P06,N5P12,1,N1,6,N5,12
N1P07,N5P12,1,N1,7,N5,12
N1P08,N5P12,1,N1,8,N5,12
N1P09,N5P12,1,N1,9,N5,12
N1P10,N5P12,1,N1,10,N5,12
N1P11,N5P12,1,N1,11,N5,12
N1P12,N5P12,1,N1,12,N5,12
N1P13,N5P12,1,N1,13,N5,12
N1P14,N5P12,1,N1,14,N5,12
N1P15,N5P12,1,N1,15,N5,12
N1P16,N5P12,1,N1,16,N5,12
N1P17,N5P12,1,N1,17,N5,12
N1P18,N5P12,1,N1,18,N5,12
N1P19,N5P12,1,N1,19,N5,12
N1P20,N5P12,1,N1,20,N5,12
N1P21,N5P12,1,N1,21,N5,12
N1P22,N5P12,1,N1,22,N5,12
N2P01,N5P12,1,N2,1,N5,12
N2P02,N5P12,1,N2,2,N5,12
N2P03,N5P12,1,N2,3,N5,12
N2P04,N5P12,1,N2,4,N5,12
N2P06,N5P12,1,N2,6,N5,12
N2P07,N5P12,1,N2,7,N5,12
N2P08,N5P12,1,N2,8,N5,12
N2P10,N5P12,1,N2,10,N5,12
N2P11,N5P12,1,N2,11,N5,12
N2P12,N5P12,2,N2,12,N5,12
N2P13,N5P12,1,N2,13,N5,12
N2P14,N5P12,1,N2,14,N5,12
N2P15,N5P12,1,N2,15,N5,12
N2P16,N5P12,1,N2,16,N5,12
N2P17,N5P12,1,N2,17,N5,12
N2P18,N5P12,1,N2,18,N5,12
N2P19,N5P12,1,N2,19,N5,12
N2P20,N5P12,1,N2,20,N5,12
N2P21,N5P12,1,N2,21,N5,12
N2P22,N5P12,1,N2,22,N5,12
N3P01,N5P12,1,N3,1,N5,12
N3P02,N5P12,1,N3,2,N5,12
N3P03,N5P12,1,N3,3,N5,12
N3P04,N5P12,1,N3,4,N5,12
N3P05,N5P12,1,N3,5,N5,12
N3P06,N5P12,1,N3,6,N5,12
N3P07,N5P12,1,N3,7,N5,12
N3P08,N5P12,0,N3,8,N5,12
N3P09,N5P12,0,N3,9,N5,12
N3P10,N5P12,0,N3,10,N5,12
N3P11,N5P12,0,N3,11,N5,12
N3P12,N5P12,0,N3,12,N5,12
N3P13,N5P12,0,N3,13,N5,12
N3P14,N5P12,0,N3,14,N5,12
N3P15,N5P12,0,N3,15,N5,12
N3P16,N5P12,0,N3,16,N5,12
N3P17,N5P12,0,N3,17,N5,12
N3P18,N5P12,2,N3,18,N5,12
N3P19,N5P12,2,N3,19,N5,12
N3P21,N5P12,2,N3,21,N5,12
N3P22,N5P12,2,N3,22,N5,12
N4P01,N5P12,1,N4,1,N5,12
N4P02,N5P12,1,N4,2,N5,12
N4P03,N5P12,1,N4,3,N5,12
N4P04,N5P12,1,N4,4,N5,12
N4P05,N5P12,1,N4,5,N5,12
N4P06,N5P12,1,N4,6,N5,12
N4P07,N5P12,1,N4,7,N5,12
N4P08,N5P12,1,N4,8,N5,12
N4P09,N5P12,2,N4,9,N5,12
N4P10,N5P12,2,N4,10,N5,12
N4P11,N5P12,1,N4,11,N5,12
N4P12,N5P12,1,N4,12,N5,12
N4P13,N5P12,2,N4,13,N5,12
N4P14,N5P12,2,N4,14,N5,12
N4P15,N5P12,2,N4,15,N5,12
N4P16,N5P12,2,N4,16,N5,12
N4P17,N5P12,2,N4,17,N5,12
N4P18,N5P12,2,N4,18,N5,12
N4P19,N5P12,2,N4,19,N5,12
N4P20,N5P12,4,N4,20,N5,12
N4P21,N5P12,4,N4,21,N5,12
N4P22,N5P12,4,N4,22,N5,12
N5P01,N5P12,1,N5,1,N5,12
N5P02,N5P12,0,N5,2,N5,12
N5P03,N5P12,0,N5,3,N5,12
N5P04,N5P12,0,N5,4,N5,12
N5P05,N5P12,0,N5,5,N5,12
N5P06,N5P12,0,N5,6,N5,12
N5P08,N5P12,0,N5,8,N5,12
N5P09,N5P12,0,N5,9,N5,12
N5P10,N5P12,0,N5,10,N5,12
N5P11,N5P12,0,N5,11,N5,12
ICC180,N5P13,1,ICC180,0,N5,13
N1P01,N5P13,1,N1,1,N5,13
N1P02,N5P13,1,N1,2,N5,13
N1P03,N5P13,1,N1,3,N5,13
N1P04,N5P13,1,N1,4,N5,13
N1P05,N5P13,1,N1,5,N5,13
N1P06,N5P13,1,N1,6,N5,13
N1P07,N5P13,1,N1,7,N5,13
N1P08,N5P13,1,N1,8,N5,13
N1P09,N5P13,1,N1,9,N5,13
N1P10,N5P13,1,N1,10,N5,13
N1P11,N5P13,1,N1,11,N5,13
N1P12,N5P13,1,N1,12,N5,13
N1P13,N5P13,1,N1,13,N5,13
N1P14,N5P13,1,N1,14,N5,13
N1P15,N5P13,1,N1,15,N5,13
N1P16,N5P13,1,N1,16,N5,13
N1P17,N5P13,1,N1,17,N5,13
N1P18,N5P13,1,N1,18,N5,13
N1P19,N5P13,1,N1,19,N5,13
N1P20,N5P13,1,N1,20,N5,13
N1P21,N5P13,1,N1,21,N5,13
N1P22,N5P13,1,N1,22,N5,13
N2P01,N5P13,1,N2,1,N5,13
N2P02,N5P13,1,N2,2,N5,13
N2P03,N5P13,1,N2,3,N5,13
N2P04,N5P13,1,N2,4,N5,13
N2P06,N5P13,1,N2,6,N5,13
N2P07,N5P13,1,N2,7,N5,13
N2P08,N5P13,1,N2,8,N5,13
N2P10,N5P13,1,N2,10,N5,13
N2P11,N5P13,1,N2,11,N5,13
N2P12,N5P13,2,N2,12,N5,13
N2P13,N5P13,1,N2,13,N5,13
N2P14,N5P13,1,N2,14,N5,13
N2P15,N5P13,1,N2,15,N5,13
N2P16,N5P13,1,N2,16,N5,13
N2P17,N5P13,1,N2,17,N5,13
N2P18,N5P13,1,N2,18,N5,13
N2P19,N5P13,1,N2,19,N5,13
N2P20,N5P13,1,N2,20,N5,13
N2P21,N5P13,1,N2,21,N5,13
N2P22,N5P13,1,N2,22,N5,13
N3P01,N5P13,1,N3,1,N5,13
N3P02,N5P13,1,N3,2,N5,13
N3P03,N5P13,1,N3,3,N5,13
